statistic_yyy,according,district_code,site_id,sex,single_multiple_birth,birth_count
110,按登記日期分,67000020,臺南市鹽水區,男,5胞胎以上,0
110,按登記日期分,67000020,臺南市鹽水區,女,單胎,56
110,按登記日期分,67000020,臺南市鹽水區,女,雙胞胎,2
110,按登記日期分,67000020,臺南市鹽水區,女,3胞胎,0
110,按登記日期分,67000020,臺南市鹽水區,女,4胞胎,0
110,按登記日期分,67000020,臺南市鹽水區,女,5胞胎以上,0
110,按登記日期分,67000030,臺南市白河區,男,單胎,57
110,按登記日期分,67000030,臺南市白河區,男,雙胞胎,1
110,按登記日期分,67000030,臺南市白河區,男,3胞胎,0
110,按登記日期分,67000030,臺南市白河區,男,4胞胎,0
110,按登記日期分,67000030,臺南市白河區,男,5胞胎以上,0
110,按登記日期分,67000030,臺南市白河區,女,單胎,58
110,按登記日期分,67000030,臺南市白河區,女,雙胞胎,1
110,按登記日期分,67000030,臺南市白河區,女,3胞胎,0
110,按登記日期分,67000030,臺南市白河區,女,4胞胎,0
110,按登記日期分,67000030,臺南市白河區,女,5胞胎以上,0
110,按登記日期分,67000040,臺南市柳營區,男,單胎,52
110,按登記日期分,67000040,臺南市柳營區,男,雙胞胎,1
110,按登記日期分,67000040,臺南市柳營區,男,3胞胎,0
110,按登記日期分,67000040,臺南市柳營區,男,4胞胎,0
110,按登記日期分,67000040,臺南市柳營區,男,5胞胎以上,0
110,按登記日期分,67000040,臺南市柳營區,女,單胎,48
110,按登記日期分,67000040,臺南市柳營區,女,雙胞胎,1
110,按登記日期分,67000040,臺南市柳營區,女,3胞胎,0
110,按登記日期分,67000040,臺南市柳營區,女,4胞胎,0
110,按登記日期分,67000040,臺南市柳營區,女,5胞胎以上,0
110,按登記日期分,67000050,臺南市後壁區,男,單胎,41
110,按登記日期分,67000050,臺南市後壁區,男,雙胞胎,0
110,按登記日期分,67000050,臺南市後壁區,男,3胞胎,0
110,按登記日期分,67000050,臺南市後壁區,男,4胞胎,0
110,按登記日期分,67000050,臺南市後壁區,男,5胞胎以上,0
110,按登記日期分,67000050,臺南市後壁區,女,單胎,45
110,按登記日期分,67000050,臺南市後壁區,女,雙胞胎,2
110,按登記日期分,67000050,臺南市後壁區,女,3胞胎,0
110,按登記日期分,67000050,臺南市後壁區,女,4胞胎,0
110,按登記日期分,67000050,臺南市後壁區,女,5胞胎以上,0
110,按登記日期分,67000060,臺南市東山區,男,單胎,46
110,按登記日期分,67000060,臺南市東山區,男,雙胞胎,2
110,按登記日期分,67000060,臺南市東山區,男,3胞胎,0
110,按登記日期分,67000060,臺南市東山區,男,4胞胎,0
110,按登記日期分,67000060,臺南市東山區,男,5胞胎以上,0
110,按登記日期分,67000060,臺南市東山區,女,單胎,23
110,按登記日期分,67000060,臺南市東山區,女,雙胞胎,0
110,按登記日期分,67000060,臺南市東山區,女,3胞胎,0
110,按登記日期分,67000060,臺南市東山區,女,4胞胎,0
110,按登記日期分,67000060,臺南市東山區,女,5胞胎以上,0
110,按登記日期分,67000070,臺南市麻豆區,男,單胎,92
110,按登記日期分,67000070,臺南市麻豆區,男,雙胞胎,5
110,按登記日期分,67000070,臺南市麻豆區,男,3胞胎,0
110,按登記日期分,67000070,臺南市麻豆區,男,4胞胎,0
110,按登記日期分,67000070,臺南市麻豆區,男,5胞胎以上,0
110,按登記日期分,67000070,臺南市麻豆區,女,單胎,102
110,按登記日期分,67000070,臺南市麻豆區,女,雙胞胎,6
110,按登記日期分,67000070,臺南市麻豆區,女,3胞胎,0
110,按登記日期分,67000070,臺南市麻豆區,女,4胞胎,0
110,按登記日期分,67000070,臺南市麻豆區,女,5胞胎以上,0
110,按登記日期分,67000080,臺南市下營區,男,單胎,45
110,按登記日期分,67000080,臺南市下營區,男,雙胞胎,3
110,按登記日期分,67000080,臺南市下營區,男,3胞胎,0
110,按登記日期分,67000080,臺南市下營區,男,4胞胎,0
110,按登記日期分,67000080,臺南市下營區,男,5胞胎以上,0
110,按登記日期分,67000080,臺南市下營區,女,單胎,40
110,按登記日期分,67000080,臺南市下營區,女,雙胞胎,2
110,按登記日期分,67000080,臺南市下營區,女,3胞胎,0
110,按登記日期分,67000080,臺南市下營區,女,4胞胎,0
110,按登記日期分,67000080,臺南市下營區,女,5胞胎以上,0
110,按登記日期分,67000090,臺南市六甲區,男,單胎,42
110,按登記日期分,67000090,臺南市六甲區,男,雙胞胎,0
110,按登記日期分,67000090,臺南市六甲區,男,3胞胎,0
110,按登記日期分,67000090,臺南市六甲區,男,4胞胎,0
110,按登記日期分,67000090,臺南市六甲區,男,5胞胎以上,0
110,按登記日期分,67000090,臺南市六甲區,女,單胎,32
110,按登記日期分,67000090,臺南市六甲區,女,雙胞胎,0
110,按登記日期分,67000090,臺南市六甲區,女,3胞胎,0
110,按登記日期分,67000090,臺南市六甲區,女,4胞胎,0
110,按登記日期分,67000090,臺南市六甲區,女,5胞胎以上,0
110,按登記日期分,67000100,臺南市官田區,男,單胎,60
110,按登記日期分,67000100,臺南市官田區,男,雙胞胎,0
110,按登記日期分,67000100,臺南市官田區,男,3胞胎,0
110,按登記日期分,67000100,臺南市官田區,男,4胞胎,0
110,按登記日期分,67000100,臺南市官田區,男,5胞胎以上,0
110,按登記日期分,67000100,臺南市官田區,女,單胎,41
110,按登記日期分,67000100,臺南市官田區,女,雙胞胎,4
110,按登記日期分,67000100,臺南市官田區,女,3胞胎,0
110,按登記日期分,67000100,臺南市官田區,女,4胞胎,0
110,按登記日期分,67000100,臺南市官田區,女,5胞胎以上,0
110,按登記日期分,67000110,臺南市大內區,男,單胎,20
110,按登記日期分,67000110,臺南市大內區,男,雙胞胎,0
110,按登記日期分,67000110,臺南市大內區,男,3胞胎,0
110,按登記日期分,67000110,臺南市大內區,男,4胞胎,0
110,按登記日期分,67000110,臺南市大內區,男,5胞胎以上,0
110,按登記日期分,67000110,臺南市大內區,女,單胎,16
110,按登記日期分,67000110,臺南市大內區,女,雙胞胎,0
110,按登記日期分,67000110,臺南市大內區,女,3胞胎,0
110,按登記日期分,67000110,臺南市大內區,女,4胞胎,0
110,按登記日期分,67000110,臺南市大內區,女,5胞胎以上,0
110,按登記日期分,67000120,臺南市佳里區,男,單胎,148
110,按登記日期分,67000120,臺南市佳里區,男,雙胞胎,11
110,按登記日期分,67000120,臺南市佳里區,男,3胞胎,0
110,按登記日期分,67000120,臺南市佳里區,男,4胞胎,0
110,按登記日期分,67000120,臺南市佳里區,男,5胞胎以上,0
110,按登記日期分,67000120,臺南市佳里區,女,單胎,128
110,按登記日期分,67000120,臺南市佳里區,女,雙胞胎,13
110,按登記日期分,67000120,臺南市佳里區,女,3胞胎,0
110,按登記日期分,67000120,臺南市佳里區,女,4胞胎,0
110,按登記日期分,67000120,臺南市佳里區,女,5胞胎以上,0
110,按登記日期分,67000130,臺南市學甲區,男,單胎,63
110,按登記日期分,67000130,臺南市學甲區,男,雙胞胎,2
110,按登記日期分,67000130,臺南市學甲區,男,3胞胎,0
110,按登記日期分,67000130,臺南市學甲區,男,4胞胎,0
110,按登記日期分,67000130,臺南市學甲區,男,5胞胎以上,0
110,按登記日期分,67000130,臺南市學甲區,女,單胎,60
110,按登記日期分,67000130,臺南市學甲區,女,雙胞胎,2
110,按登記日期分,67000130,臺南市學甲區,女,3胞胎,0
110,按登記日期分,67000130,臺南市學甲區,女,4胞胎,0
110,按登記日期分,67000130,臺南市學甲區,女,5胞胎以上,0
110,按登記日期分,67000140,臺南市西港區,男,單胎,67
110,按登記日期分,67000140,臺南市西港區,男,雙胞胎,2
110,按登記日期分,67000140,臺南市西港區,男,3胞胎,0
110,按登記日期分,67000140,臺南市西港區,男,4胞胎,0
110,按登記日期分,67000140,臺南市西港區,男,5胞胎以上,0
110,按登記日期分,67000140,臺南市西港區,女,單胎,50
110,按登記日期分,67000140,臺南市西港區,女,雙胞胎,0
110,按登記日期分,67000140,臺南市西港區,女,3胞胎,0
110,按登記日期分,67000140,臺南市西港區,女,4胞胎,0
110,按登記日期分,67000140,臺南市西港區,女,5胞胎以上,0
110,按登記日期分,67000150,臺南市七股區,男,單胎,42
110,按登記日期分,67000150,臺南市七股區,男,雙胞胎,0
110,按登記日期分,67000150,臺南市七股區,男,3胞胎,0
110,按登記日期分,67000150,臺南市七股區,男,4胞胎,0
110,按登記日期分,67000150,臺南市七股區,男,5胞胎以上,0
110,按登記日期分,67000150,臺南市七股區,女,單胎,48
110,按登記日期分,67000150,臺南市七股區,女,雙胞胎,0
110,按登記日期分,67000150,臺南市七股區,女,3胞胎,0
110,按登記日期分,67000150,臺南市七股區,女,4胞胎,0
110,按登記日期分,67000150,臺南市七股區,女,5胞胎以上,0
110,按登記日期分,67000160,臺南市將軍區,男,單胎,49
110,按登記日期分,67000160,臺南市將軍區,男,雙胞胎,0
110,按登記日期分,67000160,臺南市將軍區,男,3胞胎,0
110,按登記日期分,67000160,臺南市將軍區,男,4胞胎,0
110,按登記日期分,67000160,臺南市將軍區,男,5胞胎以上,0
110,按登記日期分,67000160,臺南市將軍區,女,單胎,28
110,按登記日期分,67000160,臺南市將軍區,女,雙胞胎,2
110,按登記日期分,67000160,臺南市將軍區,女,3胞胎,0
110,按登記日期分,67000160,臺南市將軍區,女,4胞胎,0
110,按登記日期分,67000160,臺南市將軍區,女,5胞胎以上,0
110,按登記日期分,67000170,臺南市北門區,男,單胎,17
110,按登記日期分,67000170,臺南市北門區,男,雙胞胎,0
110,按登記日期分,67000170,臺南市北門區,男,3胞胎,0
110,按登記日期分,67000170,臺南市北門區,男,4胞胎,0
110,按登記日期分,67000170,臺南市北門區,男,5胞胎以上,0
110,按登記日期分,67000170,臺南市北門區,女,單胎,15
110,按登記日期分,67000170,臺南市北門區,女,雙胞胎,0
110,按登記日期分,67000170,臺南市北門區,女,3胞胎,0
110,按登記日期分,67000170,臺南市北門區,女,4胞胎,0
110,按登記日期分,67000170,臺南市北門區,女,5胞胎以上,0
110,按登記日期分,67000180,臺南市新化區,男,單胎,112
110,按登記日期分,67000180,臺南市新化區,男,雙胞胎,2
110,按登記日期分,67000180,臺南市新化區,男,3胞胎,0
110,按登記日期分,67000180,臺南市新化區,男,4胞胎,0
110,按登記日期分,67000180,臺南市新化區,男,5胞胎以上,0
110,按登記日期分,67000180,臺南市新化區,女,單胎,97
110,按登記日期分,67000180,臺南市新化區,女,雙胞胎,7
110,按登記日期分,67000180,臺南市新化區,女,3胞胎,0
110,按登記日期分,67000180,臺南市新化區,女,4胞胎,0
110,按登記日期分,67000180,臺南市新化區,女,5胞胎以上,0
110,按登記日期分,67000190,臺南市善化區,男,單胎,182
110,按登記日期分,67000190,臺南市善化區,男,雙胞胎,14
110,按登記日期分,67000190,臺南市善化區,男,3胞胎,0
110,按登記日期分,67000190,臺南市善化區,男,4胞胎,0
110,按登記日期分,67000190,臺南市善化區,男,5胞胎以上,0
110,按登記日期分,67000190,臺南市善化區,女,單胎,175
110,按登記日期分,67000190,臺南市善化區,女,雙胞胎,8
110,按登記日期分,67000190,臺南市善化區,女,3胞胎,0
110,按登記日期分,67000190,臺南市善化區,女,4胞胎,0
110,按登記日期分,67000190,臺南市善化區,女,5胞胎以上,0
110,按登記日期分,67000200,臺南市新市區,男,單胎,123
110,按登記日期分,67000200,臺南市新市區,男,雙胞胎,4
110,按登記日期分,67000200,臺南市新市區,男,3胞胎,0
110,按登記日期分,67000200,臺南市新市區,男,4胞胎,0
110,按登記日期分,67000200,臺南市新市區,男,5胞胎以上,0
110,按登記日期分,67000200,臺南市新市區,女,單胎,108
110,按登記日期分,67000200,臺南市新市區,女,雙胞胎,2
110,按登記日期分,67000200,臺南市新市區,女,3胞胎,0
110,按登記日期分,67000200,臺南市新市區,女,4胞胎,0
110,按登記日期分,67000200,臺南市新市區,女,5胞胎以上,0
110,按登記日期分,67000210,臺南市安定區,男,單胎,90
110,按登記日期分,67000210,臺南市安定區,男,雙胞胎,0
110,按登記日期分,67000210,臺南市安定區,男,3胞胎,0
110,按登記日期分,67000210,臺南市安定區,男,4胞胎,0
110,按登記日期分,67000210,臺南市安定區,男,5胞胎以上,0
110,按登記日期分,67000210,臺南市安定區,女,單胎,88
110,按登記日期分,67000210,臺南市安定區,女,雙胞胎,6
110,按登記日期分,67000210,臺南市安定區,女,3胞胎,0
110,按登記日期分,67000210,臺南市安定區,女,4胞胎,0
110,按登記日期分,67000210,臺南市安定區,女,5胞胎以上,0
110,按登記日期分,67000220,臺南市山上區,男,單胎,28
110,按登記日期分,67000220,臺南市山上區,男,雙胞胎,0
110,按登記日期分,67000220,臺南市山上區,男,3胞胎,0
110,按登記日期分,67000220,臺南市山上區,男,4胞胎,0
110,按登記日期分,67000220,臺南市山上區,男,5胞胎以上,0
110,按登記日期分,67000220,臺南市山上區,女,單胎,19
110,按登記日期分,67000220,臺南市山上區,女,雙胞胎,0
110,按登記日期分,67000220,臺南市山上區,女,3胞胎,0
110,按登記日期分,67000220,臺南市山上區,女,4胞胎,0
110,按登記日期分,67000220,臺南市山上區,女,5胞胎以上,0
110,按登記日期分,67000230,臺南市玉井區,男,單胎,28
110,按登記日期分,67000230,臺南市玉井區,男,雙胞胎,2
110,按登記日期分,67000230,臺南市玉井區,男,3胞胎,0
110,按登記日期分,67000230,臺南市玉井區,男,4胞胎,0
110,按登記日期分,67000230,臺南市玉井區,男,5胞胎以上,0
110,按登記日期分,67000230,臺南市玉井區,女,單胎,29
110,按登記日期分,67000230,臺南市玉井區,女,雙胞胎,0
110,按登記日期分,67000230,臺南市玉井區,女,3胞胎,0
110,按登記日期分,67000230,臺南市玉井區,女,4胞胎,0
110,按登記日期分,67000230,臺南市玉井區,女,5胞胎以上,0
110,按登記日期分,67000240,臺南市楠西區,男,單胎,13
110,按登記日期分,67000240,臺南市楠西區,男,雙胞胎,2
110,按登記日期分,67000240,臺南市楠西區,男,3胞胎,0
110,按登記日期分,67000240,臺南市楠西區,男,4胞胎,0
110,按登記日期分,67000240,臺南市楠西區,男,5胞胎以上,0
110,按登記日期分,67000240,臺南市楠西區,女,單胎,16
110,按登記日期分,67000240,臺南市楠西區,女,雙胞胎,0
110,按登記日期分,67000240,臺南市楠西區,女,3胞胎,0
110,按登記日期分,67000240,臺南市楠西區,女,4胞胎,0
110,按登記日期分,67000240,臺南市楠西區,女,5胞胎以上,0
110,按登記日期分,67000250,臺南市南化區,男,單胎,18
110,按登記日期分,67000250,臺南市南化區,男,雙胞胎,1
110,按登記日期分,67000250,臺南市南化區,男,3胞胎,0
110,按登記日期分,67000250,臺南市南化區,男,4胞胎,0
110,按登記日期分,67000250,臺南市南化區,男,5胞胎以上,0
110,按登記日期分,67000250,臺南市南化區,女,單胎,16
110,按登記日期分,67000250,臺南市南化區,女,雙胞胎,1
110,按登記日期分,67000250,臺南市南化區,女,3胞胎,0
110,按登記日期分,67000250,臺南市南化區,女,4胞胎,0
110,按登記日期分,67000250,臺南市南化區,女,5胞胎以上,0
110,按登記日期分,67000260,臺南市左鎮區,男,單胎,5
110,按登記日期分,67000260,臺南市左鎮區,男,雙胞胎,1
110,按登記日期分,67000260,臺南市左鎮區,男,3胞胎,0
110,按登記日期分,67000260,臺南市左鎮區,男,4胞胎,0
110,按登記日期分,67000260,臺南市左鎮區,男,5胞胎以上,0
110,按登記日期分,67000260,臺南市左鎮區,女,單胎,6
110,按登記日期分,67000260,臺南市左鎮區,女,雙胞胎,1
110,按登記日期分,67000260,臺南市左鎮區,女,3胞胎,0
110,按登記日期分,67000260,臺南市左鎮區,女,4胞胎,0
110,按登記日期分,67000260,臺南市左鎮區,女,5胞胎以上,0
110,按登記日期分,67000270,臺南市仁德區,男,單胎,204
110,按登記日期分,67000270,臺南市仁德區,男,雙胞胎,4
110,按登記日期分,67000270,臺南市仁德區,男,3胞胎,0
110,按登記日期分,67000270,臺南市仁德區,男,4胞胎,0
110,按登記日期分,67000270,臺南市仁德區,男,5胞胎以上,0
110,按登記日期分,67000270,臺南市仁德區,女,單胎,202
110,按登記日期分,67000270,臺南市仁德區,女,雙胞胎,2
110,按登記日期分,67000270,臺南市仁德區,女,3胞胎,0
110,按登記日期分,67000270,臺南市仁德區,女,4胞胎,0
110,按登記日期分,67000270,臺南市仁德區,女,5胞胎以上,0
110,按登記日期分,67000280,臺南市歸仁區,男,單胎,234
110,按登記日期分,67000280,臺南市歸仁區,男,雙胞胎,5
110,按登記日期分,67000280,臺南市歸仁區,男,3胞胎,0
110,按登記日期分,67000280,臺南市歸仁區,男,4胞胎,0
110,按登記日期分,67000280,臺南市歸仁區,男,5胞胎以上,0
110,按登記日期分,67000280,臺南市歸仁區,女,單胎,184
110,按登記日期分,67000280,臺南市歸仁區,女,雙胞胎,5
110,按登記日期分,67000280,臺南市歸仁區,女,3胞胎,0
110,按登記日期分,67000280,臺南市歸仁區,女,4胞胎,0
110,按登記日期分,67000280,臺南市歸仁區,女,5胞胎以上,0
110,按登記日期分,67000290,臺南市關廟區,男,單胎,104
110,按登記日期分,67000290,臺南市關廟區,男,雙胞胎,1
110,按登記日期分,67000290,臺南市關廟區,男,3胞胎,0
110,按登記日期分,67000290,臺南市關廟區,男,4胞胎,0
110,按登記日期分,67000290,臺南市關廟區,男,5胞胎以上,0
110,按登記日期分,67000290,臺南市關廟區,女,單胎,98
110,按登記日期分,67000290,臺南市關廟區,女,雙胞胎,1
110,按登記日期分,67000290,臺南市關廟區,女,3胞胎,0
110,按登記日期分,67000290,臺南市關廟區,女,4胞胎,0
110,按登記日期分,67000290,臺南市關廟區,女,5胞胎以上,0
110,按登記日期分,67000300,臺南市龍崎區,男,單胎,3
110,按登記日期分,67000300,臺南市龍崎區,男,雙胞胎,0
110,按登記日期分,67000300,臺南市龍崎區,男,3胞胎,0
110,按登記日期分,67000300,臺南市龍崎區,男,4胞胎,0
110,按登記日期分,67000300,臺南市龍崎區,男,5胞胎以上,0
110,按登記日期分,67000300,臺南市龍崎區,女,單胎,3
110,按登記日期分,67000300,臺南市龍崎區,女,雙胞胎,0
110,按登記日期分,67000300,臺南市龍崎區,女,3胞胎,0
110,按登記日期分,67000300,臺南市龍崎區,女,4胞胎,0
110,按登記日期分,67000300,臺南市龍崎區,女,5胞胎以上,0
110,按登記日期分,67000310,臺南市永康區,男,單胎,737
110,按登記日期分,67000310,臺南市永康區,男,雙胞胎,31
110,按登記日期分,67000310,臺南市永康區,男,3胞胎,0
110,按登記日期分,67000310,臺南市永康區,男,4胞胎,0
110,按登記日期分,67000310,臺南市永康區,男,5胞胎以上,0
110,按登記日期分,67000310,臺南市永康區,女,單胎,644
110,按登記日期分,67000310,臺南市永康區,女,雙胞胎,26
110,按登記日期分,67000310,臺南市永康區,女,3胞胎,0
110,按登記日期分,67000310,臺南市永康區,女,4胞胎,0
110,按登記日期分,67000310,臺南市永康區,女,5胞胎以上,0
110,按登記日期分,67000320,臺南市東區,男,單胎,376
110,按登記日期分,67000320,臺南市東區,男,雙胞胎,31
110,按登記日期分,67000320,臺南市東區,男,3胞胎,0
110,按登記日期分,67000320,臺南市東區,男,4胞胎,0
110,按登記日期分,67000320,臺南市東區,男,5胞胎以上,0
110,按登記日期分,67000320,臺南市東區,女,單胎,355
110,按登記日期分,67000320,臺南市東區,女,雙胞胎,22
110,按登記日期分,67000320,臺南市東區,女,3胞胎,0
110,按登記日期分,67000320,臺南市東區,女,4胞胎,0
110,按登記日期分,67000320,臺南市東區,女,5胞胎以上,0
110,按登記日期分,67000330,臺南市南區,男,單胎,278
110,按登記日期分,67000330,臺南市南區,男,雙胞胎,13
110,按登記日期分,67000330,臺南市南區,男,3胞胎,0
110,按登記日期分,67000330,臺南市南區,男,4胞胎,0
110,按登記日期分,67000330,臺南市南區,男,5胞胎以上,0
110,按登記日期分,67000330,臺南市南區,女,單胎,248
110,按登記日期分,67000330,臺南市南區,女,雙胞胎,7
110,按登記日期分,67000330,臺南市南區,女,3胞胎,0
110,按登記日期分,67000330,臺南市南區,女,4胞胎,0
110,按登記日期分,67000330,臺南市南區,女,5胞胎以上,0
110,按登記日期分,67000340,臺南市北區,男,單胎,302
110,按登記日期分,67000340,臺南市北區,男,雙胞胎,8
110,按登記日期分,67000340,臺南市北區,男,3胞胎,0
110,按登記日期分,67000340,臺南市北區,男,4胞胎,0
110,按登記日期分,67000340,臺南市北區,男,5胞胎以上,0
110,按登記日期分,67000340,臺南市北區,女,單胎,277
110,按登記日期分,67000340,臺南市北區,女,雙胞胎,21
110,按登記日期分,67000340,臺南市北區,女,3胞胎,0
110,按登記日期分,67000340,臺南市北區,女,4胞胎,0
110,按登記日期分,67000340,臺南市北區,女,5胞胎以上,0
110,按登記日期分,67000350,臺南市安南區,男,單胎,673
110,按登記日期分,67000350,臺南市安南區,男,雙胞胎,25
110,按登記日期分,67000350,臺南市安南區,男,3胞胎,0
110,按登記日期分,67000350,臺南市安南區,男,4胞胎,0
110,按登記日期分,67000350,臺南市安南區,男,5胞胎以上,0
110,按登記日期分,67000350,臺南市安南區,女,單胎,579
110,按登記日期分,67000350,臺南市安南區,女,雙胞胎,31
110,按登記日期分,67000350,臺南市安南區,女,3胞胎,0
110,按登記日期分,67000350,臺南市安南區,女,4胞胎,0
110,按登記日期分,67000350,臺南市安南區,女,5胞胎以上,0
110,按登記日期分,67000360,臺南市安平區,男,單胎,189
110,按登記日期分,67000360,臺南市安平區,男,雙胞胎,8
110,按登記日期分,67000360,臺南市安平區,男,3胞胎,0
110,按登記日期分,67000360,臺南市安平區,男,4胞胎,0
110,按登記日期分,67000360,臺南市安平區,男,5胞胎以上,0
110,按登記日期分,67000360,臺南市安平區,女,單胎,136
110,按登記日期分,67000360,臺南市安平區,女,雙胞胎,8
110,按登記日期分,67000360,臺南市安平區,女,3胞胎,0
110,按登記日期分,67000360,臺南市安平區,女,4胞胎,0
110,按登記日期分,67000360,臺南市安平區,女,5胞胎以上,0
110,按登記日期分,67000370,臺南市中西區,男,單胎,130
110,按登記日期分,67000370,臺南市中西區,男,雙胞胎,5
110,按登記日期分,67000370,臺南市中西區,男,3胞胎,0
110,按登記日期分,67000370,臺南市中西區,男,4胞胎,0
110,按登記日期分,67000370,臺南市中西區,男,5胞胎以上,0
110,按登記日期分,67000370,臺南市中西區,女,單胎,148
110,按登記日期分,67000370,臺南市中西區,女,雙胞胎,9
110,按登記日期分,67000370,臺南市中西區,女,3胞胎,0
110,按登記日期分,67000370,臺南市中西區,女,4胞胎,0
110,按登記日期分,67000370,臺南市中西區,女,5胞胎以上,0
110,按登記日期分,64000010,高雄市鹽埕區,男,單胎,59
110,按登記日期分,64000010,高雄市鹽埕區,男,雙胞胎,4
110,按登記日期分,64000010,高雄市鹽埕區,男,3胞胎,0
110,按登記日期分,64000010,高雄市鹽埕區,男,4胞胎,0
110,按登記日期分,64000010,高雄市鹽埕區,男,5胞胎以上,0
110,按登記日期分,64000010,高雄市鹽埕區,女,單胎,51
110,按登記日期分,64000010,高雄市鹽埕區,女,雙胞胎,6
110,按登記日期分,64000010,高雄市鹽埕區,女,3胞胎,0
110,按登記日期分,64000010,高雄市鹽埕區,女,4胞胎,0
110,按登記日期分,64000010,高雄市鹽埕區,女,5胞胎以上,0
110,按登記日期分,64000020,高雄市鼓山區,男,單胎,439
110,按登記日期分,64000020,高雄市鼓山區,男,雙胞胎,18
110,按登記日期分,64000020,高雄市鼓山區,男,3胞胎,0
110,按登記日期分,64000020,高雄市鼓山區,男,4胞胎,0
110,按登記日期分,64000020,高雄市鼓山區,男,5胞胎以上,0
110,按登記日期分,64000020,高雄市鼓山區,女,單胎,413
110,按登記日期分,64000020,高雄市鼓山區,女,雙胞胎,18
110,按登記日期分,64000020,高雄市鼓山區,女,3胞胎,0
110,按登記日期分,64000020,高雄市鼓山區,女,4胞胎,0
110,按登記日期分,64000020,高雄市鼓山區,女,5胞胎以上,0
110,按登記日期分,64000030,高雄市左營區,男,單胎,537
110,按登記日期分,64000030,高雄市左營區,男,雙胞胎,27
110,按登記日期分,64000030,高雄市左營區,男,3胞胎,0
110,按登記日期分,64000030,高雄市左營區,男,4胞胎,0
110,按登記日期分,64000030,高雄市左營區,男,5胞胎以上,0
110,按登記日期分,64000030,高雄市左營區,女,單胎,558
110,按登記日期分,64000030,高雄市左營區,女,雙胞胎,27
110,按登記日期分,64000030,高雄市左營區,女,3胞胎,0
110,按登記日期分,64000030,高雄市左營區,女,4胞胎,0
110,按登記日期分,64000030,高雄市左營區,女,5胞胎以上,0
110,按登記日期分,64000040,高雄市楠梓區,男,單胎,742
110,按登記日期分,64000040,高雄市楠梓區,男,雙胞胎,46
110,按登記日期分,64000040,高雄市楠梓區,男,3胞胎,0
110,按登記日期分,64000040,高雄市楠梓區,男,4胞胎,0
110,按登記日期分,64000040,高雄市楠梓區,男,5胞胎以上,0
110,按登記日期分,64000040,高雄市楠梓區,女,單胎,713
110,按登記日期分,64000040,高雄市楠梓區,女,雙胞胎,28
110,按登記日期分,64000040,高雄市楠梓區,女,3胞胎,0
110,按登記日期分,64000040,高雄市楠梓區,女,4胞胎,0
110,按登記日期分,64000040,高雄市楠梓區,女,5胞胎以上,0
110,按登記日期分,64000050,高雄市三民區,男,單胎,989
110,按登記日期分,64000050,高雄市三民區,男,雙胞胎,27
110,按登記日期分,64000050,高雄市三民區,男,3胞胎,0
110,按登記日期分,64000050,高雄市三民區,男,4胞胎,0
110,按登記日期分,64000050,高雄市三民區,男,5胞胎以上,0
110,按登記日期分,64000050,高雄市三民區,女,單胎,894
110,按登記日期分,64000050,高雄市三民區,女,雙胞胎,25
110,按登記日期分,64000050,高雄市三民區,女,3胞胎,0
110,按登記日期分,64000050,高雄市三民區,女,4胞胎,0
110,按登記日期分,64000050,高雄市三民區,女,5胞胎以上,0
110,按登記日期分,64000060,高雄市新興區,男,單胎,121
110,按登記日期分,64000060,高雄市新興區,男,雙胞胎,8
110,按登記日期分,64000060,高雄市新興區,男,3胞胎,1
110,按登記日期分,64000060,高雄市新興區,男,4胞胎,0
110,按登記日期分,64000060,高雄市新興區,男,5胞胎以上,0
110,按登記日期分,64000060,高雄市新興區,女,單胎,108
110,按登記日期分,64000060,高雄市新興區,女,雙胞胎,4
110,按登記日期分,64000060,高雄市新興區,女,3胞胎,2
110,按登記日期分,64000060,高雄市新興區,女,4胞胎,0
110,按登記日期分,64000060,高雄市新興區,女,5胞胎以上,0
110,按登記日期分,64000070,高雄市前金區,男,單胎,68
110,按登記日期分,64000070,高雄市前金區,男,雙胞胎,3
110,按登記日期分,64000070,高雄市前金區,男,3胞胎,0
110,按登記日期分,64000070,高雄市前金區,男,4胞胎,0
110,按登記日期分,64000070,高雄市前金區,男,5胞胎以上,0
110,按登記日期分,64000070,高雄市前金區,女,單胎,65
110,按登記日期分,64000070,高雄市前金區,女,雙胞胎,3
110,按登記日期分,64000070,高雄市前金區,女,3胞胎,0
110,按登記日期分,64000070,高雄市前金區,女,4胞胎,0
110,按登記日期分,64000070,高雄市前金區,女,5胞胎以上,0
110,按登記日期分,64000080,高雄市苓雅區,男,單胎,438
110,按登記日期分,64000080,高雄市苓雅區,男,雙胞胎,17
110,按登記日期分,64000080,高雄市苓雅區,男,3胞胎,0
110,按登記日期分,64000080,高雄市苓雅區,男,4胞胎,0
110,按登記日期分,64000080,高雄市苓雅區,男,5胞胎以上,0
110,按登記日期分,64000080,高雄市苓雅區,女,單胎,430
110,按登記日期分,64000080,高雄市苓雅區,女,雙胞胎,29
110,按登記日期分,64000080,高雄市苓雅區,女,3胞胎,0
110,按登記日期分,64000080,高雄市苓雅區,女,4胞胎,0
110,按登記日期分,64000080,高雄市苓雅區,女,5胞胎以上,0
110,按登記日期分,64000090,高雄市前鎮區,男,單胎,517
110,按登記日期分,64000090,高雄市前鎮區,男,雙胞胎,16
110,按登記日期分,64000090,高雄市前鎮區,男,3胞胎,0
